filename,label
aaferzprat_REAL.mp4,0
abjqjcvhwe_REAL.mp4,0
abshlmrtvt_REAL.mp4,0
absujvyrdm_REAL.mp4,0
abtrcaikve_REAL.mp4,0
abyrwifdfe_REAL.mp4,0
acdsdxwpcv_REAL.mp4,0
acesusftoa_REAL.mp4,0
acrlghmrkp_REAL.mp4,0
acsgqmpdez_FAKE.mp4,1
addmkzupjn_FAKE.mp4,1
adgybhytzs_FAKE.mp4,1
adlrcdmybm_REAL.mp4,0
adxeuzvvzb_REAL.mp4,0
aevpdbbxoh_FAKE.mp4,1
aewsbofgwl_REAL.mp4,0
afgvjnqstv_REAL.mp4,0
afixxjdxef_FAKE.mp4,1
agcmwyvauk_REAL.mp4,0
agkpbfcpiv_FAKE.mp4,1
agplobkyci_REAL.mp4,0
agrqzohqhx_FAKE.mp4,1
ahalqtfixi_FAKE.mp4,1
ahfvehrmse_REAL.mp4,0
ahorlqgstq_REAL.mp4,0
ahxhzvzgrb_FAKE.mp4,1
aifkdzbaoh_FAKE.mp4,1
aikcsvtwxj_REAL.mp4,0
ajcxyezjol_FAKE.mp4,1
ajwbewcmwi_REAL.mp4,0
ajwiijfltt_FAKE.mp4,1
akmkcxguii_REAL.mp4,0
alseiqnfnc_FAKE.mp4,1
alyxfsgfab_FAKE.mp4,1
alzbizkswy_REAL.mp4,0
amdwgzzsfb_REAL.mp4,0
amiqkliwtf_FAKE.mp4,1
amnzjdtmtg_REAL.mp4,0
amzlsaeqee_FAKE.mp4,1
aneiwfhzlo_FAKE.mp4,1
aniescivbi_REAL.mp4,0
ankeipmksk_FAKE.mp4,1
anuwikwvow_FAKE.mp4,1
aodscsqoyc_REAL.mp4,0
aoqbcjoqjh_REAL.mp4,0
aoszdeayes_FAKE.mp4,1
aouzlroqzt_FAKE.mp4,1
apaxorirnn_FAKE.mp4,1
appvffejyy_REAL.mp4,0
apvhgeulvy_FAKE.mp4,1
aqakglyrht_FAKE.mp4,1
aqhbszcpal_FAKE.mp4,1
aqirevafst_FAKE.mp4,1
aqsjhodxqh_REAL.mp4,0
aqsoyqygky_REAL.mp4,0
aqzkiwfvlv_REAL.mp4,0
arrpqqfiah_REAL.mp4,0
asjekccfmc_FAKE.mp4,1
aslrunhhyl_REAL.mp4,0
asvzmbozcs_FAKE.mp4,1
asytpbwdda_FAKE.mp4,1
atrssikhoy_REAL.mp4,0
atsxbvdqfb_REAL.mp4,0
atydjyhqsv_FAKE.mp4,1
auabdnhegy_FAKE.mp4,1
aufuqdncad_FAKE.mp4,1
auhhhfprkw_FAKE.mp4,1
aujrpwwjtq_FAKE.mp4,1
aumsysgpsf_REAL.mp4,0
auoiwspjju_FAKE.mp4,1
auqlledwxt_REAL.mp4,0
avhdquzuwf_REAL.mp4,0
avyxflippj_FAKE.mp4,1
axfquovbya_REAL.mp4,0
axutpjywuu_REAL.mp4,0
aybgtakzhf_FAKE.mp4,1
aybqoonlol_FAKE.mp4,1
ayleocznjp_FAKE.mp4,1
ayyvovoqpq_REAL.mp4,0
ayzcjwfbsn_REAL.mp4,0
azgvkbgvjm_FAKE.mp4,1
azjihuumrm_REAL.mp4,0
azxmphhunl_REAL.mp4,0
bacrfnbhvo_FAKE.mp4,1
bactcvwhqk_FAKE.mp4,1
bbdwfeznwk_FAKE.mp4,1
bbhvpyzmiv_FAKE.mp4,1
bbyheffqbo_REAL.mp4,0
bcgcdkjivz_FAKE.mp4,1
bcvcyvgowt_FAKE.mp4,1
bdhcxanaqy_FAKE.mp4,1
bdiswjfefc_FAKE.mp4,1
bdweezvxfc_FAKE.mp4,1
begigijiiq_REAL.mp4,0
behdsfoxnk_REAL.mp4,0
belewgtmbs_REAL.mp4,0
bfcvdqwvwb_FAKE.mp4,1
bffjkyuqvb_FAKE.mp4,1
bfqlqydtam_REAL.mp4,0
bfupvodqkz_REAL.mp4,0
bgkjyalpix_REAL.mp4,0
bgxpmpwcyg_REAL.mp4,0
bhpddnqauc_REAL.mp4,0
bhsklnhjrj_FAKE.mp4,1
bibjgxjhuv_REAL.mp4,0
bicexletbj_FAKE.mp4,1
bigwzvlzhb_REAL.mp4,0
bijcrevctl_REAL.mp4,0
binymyngeo_REAL.mp4,0
bivfenlysj_FAKE.mp4,1
bjpimfdtds_REAL.mp4,0
bjyfwqezqa_FAKE.mp4,1
bkhclbvdis_FAKE.mp4,1
bktcgtnzzh_REAL.mp4,0
blehjybifk_REAL.mp4,0
blfdfsedii_FAKE.mp4,1
bltedjvtlj_FAKE.mp4,1
bmablqorlk_FAKE.mp4,1
bmiryozzvx_REAL.mp4,0
bmlnzuebwq_FAKE.mp4,1
bmtrpwqkii_FAKE.mp4,1
bmzsvaimta_FAKE.mp4,1
bmzywathcq_REAL.mp4,0
bnbovmdeot_REAL.mp4,0
bnbxarxyqk_FAKE.mp4,1
bndkaaqewo_FAKE.mp4,1
bnfqcshwdx_REAL.mp4,0
bnlhnkfkrg_FAKE.mp4,1
bnwkhfneqp_REAL.mp4,0
bnxispqojs_FAKE.mp4,1
bnxmbphnnn_REAL.mp4,0
bofeuivknt_FAKE.mp4,1
bojrkqyjdk_FAKE.mp4,1
boopvichfi_REAL.mp4,0
bosbcjeizu_FAKE.mp4,1
bosxyhludp_FAKE.mp4,1
bozhmxsghc_FAKE.mp4,1
bpbtijbhih_FAKE.mp4,1
bplwjxrjfx_FAKE.mp4,1
bqmanbtedb_FAKE.mp4,1
brerfovadr_FAKE.mp4,1
brirqrndwc_REAL.mp4,0
briushizfu_FAKE.mp4,1
btieonhidz_REAL.mp4,0
btnolnefoi_REAL.mp4,0
btxgjsonxg_REAL.mp4,0
buznnntmnf_REAL.mp4,0
bvigkozalf_FAKE.mp4,1
bvjdrocsro_FAKE.mp4,1
bvkfgeyaif_FAKE.mp4,1
bwedvpmotz_REAL.mp4,0
bwhdmdqwba_REAL.mp4,0
bwmqlgmzln_REAL.mp4,0
bwntewnmzx_FAKE.mp4,1
bwxwlgbkal_FAKE.mp4,1
bwyvrcczte_FAKE.mp4,1
bxefyimnqr_REAL.mp4,0
bxrpqqvpfk_REAL.mp4,0
bxxovxktqn_FAKE.mp4,1
bxzsqcfbjs_FAKE.mp4,1
byorayoofg_FAKE.mp4,1
bzonnzpmxa_FAKE.mp4,1
bzpakhiczx_FAKE.mp4,1
cacijczweb_FAKE.mp4,1
caikegrhfs_REAL.mp4,0
calqcklglq_FAKE.mp4,1
caphzofvrj_REAL.mp4,0
caybvafaow_REAL.mp4,0
cbaubihobq_REAL.mp4,0
cbbmihedlz_REAL.mp4,0
cbjztcfamt_REAL.mp4,0
cblbgfevcq_FAKE.mp4,1
ccvgsjbwmz_FAKE.mp4,1
cdgsptpqet_REAL.mp4,0
cdpnnebwfa_REAL.mp4,0
cdutdcaovc_FAKE.mp4,1
cedpyannqf_REAL.mp4,0
cfkjxylprk_FAKE.mp4,1
cfmnirsgxs_REAL.mp4,0
cgebtadovo_FAKE.mp4,1
cglpyitrzw_FAKE.mp4,1
cgyglkqfut_FAKE.mp4,1
chdvhlhaiq_FAKE.mp4,1
chnhlsjyxb_FAKE.mp4,1
ciajjlkqpo_REAL.mp4,0
cjnfiihawm_FAKE.mp4,1
ckechbyzit_FAKE.mp4,1
ckjctlogrm_FAKE.mp4,1
ckydirciav_FAKE.mp4,1
clbwrjvpvk_FAKE.mp4,1
